Pno01G005483.t1	Pno01G005033.t2
Pno12G001501.t1	Pno07G002666.t1
Pno12G001529.t1	Pno07G002665.t2
Pno12G001543.t2	Pno07G002661.t2
Pno12G001561.t1	Pno07G002651.t4
Pno12G001612.t1	Pno07G002646.t1
Pno12G001625.t1	Pno07G002644.t1
Pno12G001646.t1	Pno07G002639.t1
Pno12G001659.t1	Pno07G002636.t2
Pno12G001661.t1	Pno07G002630.t1
Pno12G001669.t1	Pno07G002625.t1
Pno12G001699.t1	Pno07G002606.t1
Pno12G001776.t1	Pno07G002557.t1
Pno12G001811.t1	Pno07G002540.t1
Pno12G001837.t1	Pno07G002539.t2
Pno12G001869.t1	Pno07G002533.t2
Pno12G001887.t1	Pno07G002519.t1
Pno12G001932.t1	Pno07G002518.t1
Pno12G002039.t1	Pno07G002492.t1
Pno12G002071.t1	Pno07G002491.t1
Pno12G002097.t1	Pno07G002485.t1
Pno12G002100.t1	Pno07G002484.t1
Pno12G002109.t1	Pno07G002477.t1
Pno12G002110.t1	Pno07G002472.t1
Pno12G002216.t1	Pno07G002453.t1
Pno12G002275.t1	Pno07G002449.t1
Pno12G002310.t1	Pno07G002436.t1
Pno12G008652.t1	Pno07G003334.t2
Pno12G009366.t1	Pno07G003308.t1
Pno12G009770.t1	Pno07G003275.t1
Pno12G010146.t1	Pno07G003247.t1
Pno12G010209.t1	Pno07G003232.t1
Pno12G010315.t1	Pno07G003225.t1
Pno12G010342.t1	Pno07G003224.t1
Pno12G010366.t1	Pno07G003222.t1
Pno12G010376.t1	Pno07G003220.t1
Pno12G010379.t2	Pno07G003218.t1
Pno12G004529.t1	Pno07G003532.t1
Pno12G005033.t1	Pno07G003505.t1
Pno12G005056.t1	Pno07G003501.t1
Pno12G005104.t1	Pno07G003495.t1
Pno12G005139.t1	Pno07G003484.t1
Pno12G005152.t1	Pno07G003482.t1
Pno12G005157.t1	Pno07G003480.t1
Pno02G003415.t1	Pno02G005892.t1
Pno02G003545.t1	Pno02G005903.t1
Pno02G003566.t1	Pno02G005909.t2
Pno02G003568.t1	Pno02G005910.t1
Pno02G003601.t1	Pno02G005923.t1
Pno02G003664.t1	Pno02G005940.t1
Pno02G003691.t3	Pno02G005957.t1
Pno02G003748.t1	Pno02G005962.t1
Pno02G001243.t1	Pno02G006329.t1
Pno02G001247.t2	Pno02G006328.t3
Pno02G001361.t1	Pno02G006297.t1
Pno02G001381.t2	Pno02G006279.t1
Pno02G001401.t1	Pno02G006278.t1
Pno02G001459.t2	Pno02G006251.t1
Pno02G001511.t1	Pno02G006219.t1
Pno02G001522.t1	Pno02G006215.t1
Pno02G001571.t1	Pno02G006166.t1
Pno02G001615.t1	Pno02G006135.t1
Pno02G001644.t1	Pno02G006127.t1
Pno02G001744.t1	Pno02G006096.t1
Pno02G005810.t1	Pno02G004171.t1
Pno02G005815.t1	Pno02G004166.t1
Pno02G005822.t1	Pno02G004160.t1
Pno02G005832.t1	Pno02G004154.t1
Pno02G005843.t2	Pno02G004153.t1
Pno02G005856.t3	Pno02G004125.t1
Pno02G005859.t2	Pno02G004120.t1
Pno02G005877.t1	Pno02G004113.t1
Pno02G011615.t1	Pno04G005054.t1
Pno02G011716.t1	Pno04G005057.t1
Pno02G011734.t1	Pno04G005063.t1
Pno02G011766.t1	Pno04G005068.t5
Pno02G011796.t1	Pno04G005072.t1
Pno02G011803.t1	Pno04G005074.t1
Pno02G011816.t1	Pno04G005075.t1
Pno02G012015.t2	Pno04G005078.t3
Pno02G012037.t1	Pno04G005080.t1
Pno02G012058.t1	Pno04G005082.t4
Pno02G012128.t1	Pno04G005084.t2
Pno02G012152.t1	Pno04G005087.t1
Pno02G012190.t3	Pno04G005100.t2
Pno02G012199.t1	Pno04G005102.t1
Pno02G012365.t1	Pno04G005108.t1
Pno02G012415.t1	Pno04G005112.t2
Pno02G012427.t1	Pno04G005113.t1
Pno02G012648.t1	Pno04G005123.t1
Pno02G012838.t2	Pno04G005138.t1
Pno02G012871.t1	Pno04G005140.t1
Pno02G013004.t1	Pno04G005141.t1
Pno02G013239.t1	Pno04G005149.t1
Pno02G013525.t2	Pno04G005151.t1
Pno02G013537.t1	Pno04G005154.t1
Pno02G013551.t1	Pno04G005155.t1
Pno02G013560.t1	Pno04G005158.t2
Pno02G013608.t1	Pno04G005164.t1
Pno02G013735.t2	Pno04G005166.t1
Pno02G008855.t1	Pno04G001487.t1
Pno02G008909.t1	Pno04G001577.t1
Pno02G008979.t1	Pno04G001788.t1
Pno02G009070.t1	Pno04G001813.t1
Pno02G009081.t1	Pno04G001822.t1
Pno02G009102.t2	Pno04G001850.t2
Pno02G009147.t1	Pno04G001944.t1
Pno02G009260.t3	Pno04G001964.t1
Pno02G009262.t1	Pno04G001973.t1
Pno02G009277.t1	Pno04G001974.t1
Pno02G009295.t1	Pno04G002061.t1
Pno02G009427.t1	Pno04G002154.t1
Pno02G009465.t2	Pno04G002182.t1
Pno02G009557.t1	Pno04G002217.t1
Pno02G009582.t1	Pno04G002256.t2
Pno02G009591.t1	Pno04G002257.t1
Pno02G009621.t1	Pno04G002279.t3
Pno02G009705.t1	Pno04G002327.t2
Pno02G009722.t1	Pno04G002328.t1
Pno02G009723.t2	Pno04G002329.t1
Pno02G009776.t1	Pno04G002384.t1
Pno02G009794.t2	Pno04G002408.t2
Pno02G009873.t1	Pno04G002492.t1
Pno02G009897.t2	Pno04G002520.t1
Pno02G010043.t1	Pno04G002571.t1
Pno02G004489.t1	Pno04G003372.t1
Pno02G004493.t1	Pno04G003375.t1
Pno02G004499.t1	Pno04G003378.t1
Pno02G004501.t1	Pno04G003383.t1
Pno02G004502.t1	Pno04G003385.t1
Pno02G004507.t1	Pno04G003395.t1
Pno02G004510.t1	Pno04G003397.t1
Pno02G004514.t1	Pno04G003401.t1
Pno02G004517.t1	Pno04G003403.t3
Pno02G004519.t1	Pno04G003405.t1
Pno02G004521.t1	Pno04G003406.t1
Pno02G004541.t1	Pno04G003408.t1
Pno02G004556.t1	Pno04G003409.t1
Pno02G004557.t1	Pno04G003410.t1
Pno02G004565.t1	Pno04G003422.t1
Pno02G004571.t1	Pno04G003427.t1
Pno02G004572.t1	Pno04G003428.t1
Pno02G004575.t1	Pno04G003430.t1
Pno02G004584.t2	Pno04G003435.t1
Pno02G004175.t1	Pno04G010356.t1
Pno02G004176.t1	Pno04G010595.t1
Pno02G004180.t1	Pno04G010939.t1
Pno02G004183.t1	Pno04G013396.t1
Pno02G004186.t1	Pno04G013501.t1
Pno02G004188.t1	Pno04G015327.t1
Pno02G004190.t2	Pno04G015981.t1
Pno02G004192.t1	Pno04G016046.t1
Pno02G004195.t1	Pno04G016958.t2
Pno02G004202.t1	Pno04G000100.t2
Pno02G004205.t1	Pno04G000245.t1
Pno02G004208.t1	Pno04G000323.t1
Pno02G004210.t1	Pno04G000418.t1
Pno02G004215.t1	Pno04G001118.t1
Pno02G004218.t1	Pno04G001180.t1
Pno02G004220.t1	Pno04G001242.t1
Pno02G004224.t1	Pno04G001560.t1
Pno02G004256.t1	Pno04G003113.t1
Pno02G001243.t1	Pno04G004251.t2
Pno02G001273.t2	Pno04G004252.t2
Pno02G001274.t1	Pno04G004253.t1
Pno02G001302.t1	Pno04G004270.t2
Pno02G001361.t1	Pno04G004281.t1
Pno02G001381.t2	Pno04G004286.t1
Pno02G001401.t1	Pno04G004290.t1
Pno02G001488.t1	Pno04G004301.t1
Pno02G001522.t1	Pno04G004310.t1
Pno02G001571.t1	Pno04G004334.t1
Pno02G001615.t1	Pno04G004356.t1
Pno02G001644.t1	Pno04G004360.t1
Pno02G001656.t1	Pno04G004370.t1
Pno02G001785.t1	Pno04G004400.t2
Pno02G001813.t1	Pno04G005018.t1
Pno02G001822.t1	Pno04G005026.t1
Pno02G001929.t1	Pno04G005032.t1
Pno02G001937.t1	Pno04G005035.t1
Pno02G001939.t2	Pno04G005036.t1
Pno02G001965.t1	Pno04G005037.t1
Pno02G001973.t2	Pno04G005045.t1
Pno02G001976.t1	Pno04G005047.t1
Pno02G001978.t1	Pno04G005049.t1
Pno02G004110.t1	Pno04G008462.t1
Pno02G004111.t1	Pno04G008483.t2
Pno02G004114.t1	Pno04G008616.t1
Pno02G004115.t3	Pno04G008819.t1
Pno02G004120.t1	Pno04G008951.t1
Pno02G004166.t1	Pno04G009397.t1
Pno02G004187.t1	Pno04G009902.t3
Pno02G007276.t3	Pno04G003781.t1
Pno02G007300.t1	Pno04G003785.t1
Pno02G007303.t1	Pno04G003786.t1
Pno02G007306.t1	Pno04G003788.t1
Pno02G007314.t1	Pno04G003798.t1
Pno02G007335.t1	Pno04G003804.t1
Pno02G010209.t1	Pno04G002536.t1
Pno02G010367.t1	Pno04G002620.t1
Pno02G010400.t1	Pno04G002657.t1
Pno02G010432.t1	Pno04G002658.t1
Pno02G010483.t1	Pno04G002689.t1
Pno02G010523.t1	Pno04G002716.t1
Pno02G004323.t1	Pno04G004998.t1
Pno02G004349.t1	Pno04G004993.t1
Pno02G004369.t1	Pno04G004992.t2
Pno02G004420.t1	Pno04G004991.t1
Pno02G004444.t1	Pno04G004976.t1
Pno02G004448.t1	Pno04G004972.t1
Pno02G004461.t1	Pno04G004971.t1
Pno02G004475.t2	Pno04G004970.t1
Pno02G004491.t1	Pno04G004968.t3
Pno02G004506.t1	Pno04G004966.t1
Pno02G004509.t1	Pno04G004965.t1
Pno02G004528.t1	Pno04G004962.t1
Pno02G004626.t1	Pno04G004961.t1
Pno02G004685.t1	Pno04G004959.t1
Pno02G004716.t1	Pno04G004951.t1
Pno02G004725.t1	Pno04G004945.t1
Pno02G004729.t1	Pno04G004944.t1
Pno02G004730.t2	Pno04G004943.t1
Pno02G004766.t1	Pno04G004942.t1
Pno02G004774.t1	Pno04G004940.t1
Pno02G004789.t1	Pno04G004937.t1
Pno02G004802.t2	Pno04G004936.t1
Pno02G004821.t1	Pno04G004932.t1
Pno02G004896.t1	Pno04G004929.t1
Pno02G004937.t1	Pno04G004923.t1
Pno02G004944.t1	Pno04G004922.t1
Pno02G005009.t1	Pno04G004920.t1
Pno02G005023.t1	Pno04G004916.t1
Pno02G005075.t1	Pno04G004912.t1
Pno02G005109.t3	Pno04G004908.t3
Pno02G005129.t1	Pno04G004907.t2
Pno02G005140.t1	Pno04G004903.t1
Pno02G005168.t1	Pno04G004901.t3
Pno02G005171.t1	Pno04G004895.t1
Pno02G005206.t1	Pno04G004893.t1
Pno02G005210.t1	Pno04G004891.t1
Pno02G005222.t1	Pno04G004888.t1
Pno02G005238.t2	Pno04G004885.t1
Pno02G005239.t1	Pno04G004884.t1
Pno02G005243.t2	Pno04G004881.t1
Pno02G005249.t1	Pno04G004878.t1
Pno02G005258.t1	Pno04G004873.t1
Pno02G005272.t1	Pno04G004872.t1
Pno02G005275.t2	Pno04G004871.t1
Pno02G005276.t1	Pno04G004870.t1
Pno02G005280.t1	Pno04G004864.t1
Pno02G005285.t1	Pno04G004862.t1
Pno02G005301.t1	Pno04G004861.t1
Pno02G005308.t1	Pno04G004857.t1
Pno02G005309.t1	Pno04G004852.t1
Pno02G005312.t1	Pno04G004851.t1
Pno02G005313.t6	Pno04G004848.t3
Pno02G005315.t1	Pno04G004847.t1
Pno02G005316.t1	Pno04G004845.t1
Pno02G005319.t1	Pno04G004843.t1
Pno02G005335.t1	Pno04G004840.t2
Pno02G005348.t1	Pno04G004833.t1
Pno02G005359.t1	Pno04G004818.t1
Pno02G005368.t1	Pno04G004812.t1
Pno02G005371.t1	Pno04G004809.t1
Pno02G005394.t1	Pno04G004803.t1
Pno02G005404.t1	Pno04G004802.t1
Pno02G005405.t1	Pno04G004800.t1
Pno02G005419.t1	Pno04G004792.t1
Pno02G005424.t1	Pno04G004790.t1
Pno02G005433.t2	Pno04G004785.t3
Pno02G005452.t1	Pno04G004777.t1
Pno02G005457.t1	Pno04G004767.t1
Pno02G005476.t3	Pno04G004764.t2
Pno02G005481.t2	Pno04G004762.t1
Pno02G005507.t2	Pno04G004755.t1
Pno02G005529.t1	Pno04G004752.t1
Pno02G005535.t1	Pno04G004747.t1
Pno02G005546.t1	Pno04G004743.t1
Pno02G005550.t1	Pno04G004738.t3
Pno02G005570.t1	Pno04G004730.t1
Pno02G005571.t1	Pno04G004729.t1
Pno02G005575.t2	Pno04G004727.t1
Pno02G005599.t1	Pno04G004720.t1
Pno02G005600.t1	Pno04G004719.t1
Pno02G005602.t1	Pno04G004718.t1
Pno02G005618.t1	Pno04G004712.t1
Pno02G005620.t1	Pno04G004711.t1
Pno02G005623.t2	Pno04G004706.t1
Pno02G005633.t1	Pno04G004703.t1
Pno02G005642.t1	Pno04G004699.t1
Pno02G005643.t1	Pno04G004698.t1
Pno02G005644.t1	Pno04G004697.t1
Pno02G005645.t1	Pno04G004695.t1
Pno02G005646.t3	Pno04G004694.t1
Pno02G005647.t1	Pno04G004693.t1
Pno02G005662.t1	Pno04G004685.t1
Pno02G005672.t1	Pno04G004682.t1
Pno02G005674.t2	Pno04G004681.t1
Pno02G005680.t1	Pno04G004679.t1
Pno02G005684.t1	Pno04G004678.t1
Pno02G005688.t1	Pno04G004677.t1
Pno02G005699.t1	Pno04G004674.t2
Pno02G005701.t1	Pno04G004669.t1
Pno02G005719.t1	Pno04G004664.t1
Pno02G005721.t1	Pno04G004663.t1
Pno02G005726.t1	Pno04G004657.t1
Pno02G005728.t1	Pno04G004655.t1
Pno02G005729.t1	Pno04G004654.t2
Pno02G005734.t1	Pno04G004650.t1
Pno02G005738.t1	Pno04G004647.t2
Pno02G005744.t1	Pno04G004641.t1
Pno02G005745.t1	Pno04G004640.t1
Pno02G005749.t1	Pno04G004639.t1
Pno02G005758.t1	Pno04G004636.t1
Pno02G005762.t3	Pno04G004635.t1
Pno02G005765.t2	Pno04G004631.t1
Pno02G005772.t1	Pno04G004627.t1
Pno02G005784.t2	Pno04G004618.t1
Pno02G005793.t1	Pno04G004615.t1
Pno02G005831.t1	Pno04G004608.t1
Pno02G005832.t1	Pno04G004607.t2
Pno02G005836.t1	Pno04G004603.t1
Pno02G005841.t1	Pno04G004601.t1
Pno02G005843.t2	Pno04G004599.t1
Pno02G005846.t1	Pno04G004598.t1
Pno02G005849.t1	Pno04G004593.t1
Pno02G005851.t1	Pno04G004582.t1
Pno02G005857.t1	Pno04G004581.t1
Pno02G005859.t2	Pno04G004577.t1
Pno02G005862.t1	Pno04G004575.t1
Pno02G005873.t2	Pno04G004573.t2
Pno02G005874.t1	Pno04G004572.t1
Pno02G005875.t1	Pno04G004570.t1
Pno02G005895.t2	Pno04G004566.t1
Pno02G005902.t1	Pno04G004563.t4
Pno02G005903.t1	Pno04G004560.t1
Pno02G005905.t1	Pno04G004557.t1
Pno02G005906.t1	Pno04G004556.t1
Pno02G005907.t1	Pno04G004551.t1
Pno02G005909.t2	Pno04G004547.t1
Pno02G005910.t1	Pno04G004546.t1
Pno02G005911.t1	Pno04G004544.t1
Pno02G005915.t1	Pno04G004543.t1
Pno02G005916.t1	Pno04G004540.t1
Pno02G005918.t1	Pno04G004538.t1
Pno02G005922.t2	Pno04G004537.t1
Pno02G005923.t1	Pno04G004535.t2
Pno02G005924.t3	Pno04G004534.t1
Pno02G005925.t1	Pno04G004532.t1
Pno02G005934.t1	Pno04G004531.t2
Pno02G005938.t1	Pno04G004522.t1
Pno02G005940.t1	Pno04G004520.t1
Pno02G005941.t1	Pno04G004518.t1
Pno02G005947.t1	Pno04G004516.t1
Pno02G005948.t1	Pno04G004514.t1
Pno02G005957.t1	Pno04G004512.t1
Pno02G005958.t5	Pno04G004511.t3
Pno02G005961.t1	Pno04G004510.t1
Pno02G005962.t1	Pno04G004503.t1
Pno02G005964.t2	Pno04G004499.t1
Pno02G005966.t1	Pno04G004497.t1
Pno02G005967.t1	Pno04G004495.t1
Pno02G005982.t1	Pno04G004491.t1
Pno02G005991.t2	Pno04G004480.t1
Pno02G005997.t1	Pno04G004478.t1
Pno02G006022.t1	Pno04G004462.t1
Pno02G006028.t1	Pno04G004452.t1
Pno02G006031.t2	Pno04G004443.t1
Pno02G006032.t1	Pno04G004440.t1
Pno02G006042.t1	Pno04G004434.t1
Pno02G006048.t1	Pno04G004428.t1
Pno02G006064.t1	Pno04G004426.t1
Pno02G006068.t1	Pno04G004423.t1
Pno02G006070.t3	Pno04G004421.t5
Pno02G006075.t2	Pno04G004415.t2
Pno02G006078.t1	Pno04G004413.t1
Pno02G006079.t1	Pno04G004411.t1
Pno02G006090.t1	Pno04G004406.t1
Pno02G006093.t2	Pno04G004394.t2
Pno02G006102.t1	Pno04G004387.t1
Pno02G006106.t1	Pno04G004379.t1
Pno02G006107.t1	Pno04G004376.t1
Pno02G006119.t1	Pno04G004371.t1
Pno02G006120.t2	Pno04G004367.t1
Pno02G006126.t1	Pno04G004362.t1
Pno02G006127.t1	Pno04G004360.t1
Pno02G006131.t1	Pno04G004358.t2
Pno02G006135.t1	Pno04G004356.t1
Pno02G006136.t1	Pno04G004355.t1
Pno02G006138.t1	Pno04G004348.t1
Pno02G006141.t1	Pno04G004346.t1
Pno02G006156.t1	Pno04G004345.t1
Pno02G006165.t1	Pno04G004336.t1
Pno02G006166.t1	Pno04G004334.t1
Pno02G006171.t1	Pno04G004333.t1
Pno02G006175.t1	Pno04G004331.t1
Pno02G006176.t1	Pno04G004327.t1
Pno02G006195.t1	Pno04G004316.t1
Pno02G006215.t1	Pno04G004310.t1
Pno02G006222.t1	Pno04G004307.t1
Pno02G006233.t8	Pno04G004299.t1
Pno02G006246.t2	Pno04G004298.t1
Pno02G006250.t1	Pno04G004294.t1
Pno02G006252.t1	Pno04G004292.t1
Pno02G006278.t1	Pno04G004290.t1
Pno02G006279.t1	Pno04G004286.t1
Pno02G006293.t1	Pno04G004283.t1
Pno02G006297.t1	Pno04G004281.t1
Pno02G006301.t1	Pno04G004277.t5
Pno02G006309.t1	Pno04G004273.t4
Pno02G006313.t1	Pno04G004267.t1
Pno02G006314.t3	Pno04G004260.t2
Pno02G006324.t2	Pno04G004256.t1
Pno02G006325.t1	Pno04G004254.t1
Pno02G006329.t1	Pno04G004251.t2
Pno02G006336.t1	Pno04G004247.t1
Pno02G006337.t1	Pno04G004246.t1
Pno02G006355.t1	Pno04G004244.t1
Pno02G006361.t1	Pno04G004242.t1
Pno02G006362.t1	Pno04G004236.t1
Pno02G006374.t1	Pno04G004223.t2
Pno02G006381.t1	Pno04G004220.t1
Pno02G006382.t1	Pno04G004219.t1
Pno02G006400.t2	Pno04G004216.t1
Pno02G006405.t1	Pno04G004211.t1
Pno02G006413.t1	Pno04G004206.t1
Pno02G006418.t1	Pno04G004205.t1
Pno02G006421.t1	Pno04G004201.t1
Pno02G006422.t3	Pno04G004200.t1
Pno02G006423.t1	Pno04G004198.t1
Pno02G006424.t2	Pno04G004195.t1
Pno02G006483.t1	Pno04G004176.t1
Pno02G006494.t1	Pno04G004172.t1
Pno02G006502.t1	Pno04G004170.t1
Pno02G006503.t1	Pno04G004169.t1
Pno02G006504.t1	Pno04G004167.t1
Pno02G006520.t2	Pno04G004165.t2
Pno02G006535.t1	Pno04G004162.t1
Pno02G006543.t1	Pno04G004157.t1
Pno02G006558.t1	Pno04G004155.t1
Pno02G006564.t4	Pno04G004153.t1
Pno02G006566.t1	Pno04G004151.t1
Pno02G006567.t2	Pno04G004150.t1
Pno02G006568.t1	Pno04G004149.t1
Pno02G006576.t1	Pno04G004147.t1
Pno02G006578.t2	Pno04G004146.t1
Pno02G006579.t1	Pno04G004145.t1
Pno02G006581.t1	Pno04G004144.t1
Pno02G006584.t1	Pno04G004142.t1
Pno02G006585.t1	Pno04G004141.t1
Pno02G006586.t1	Pno04G004128.t1
Pno02G006600.t1	Pno04G004125.t1
Pno02G006603.t1	Pno04G004124.t2
Pno02G006613.t2	Pno04G004120.t1
Pno02G006618.t1	Pno04G004117.t2
Pno02G006661.t1	Pno04G004113.t1
Pno02G006666.t1	Pno04G004112.t1
Pno02G006674.t1	Pno04G004106.t1
Pno02G006682.t1	Pno04G004099.t1
Pno02G006685.t1	Pno04G004098.t1
Pno02G006687.t1	Pno04G004097.t1
Pno02G006690.t1	Pno04G004096.t1
Pno02G006707.t2	Pno04G004085.t2
Pno02G006728.t1	Pno04G004076.t1
Pno02G006740.t1	Pno04G004074.t1
Pno02G006741.t1	Pno04G004073.t1
Pno02G006761.t1	Pno04G004068.t1
Pno02G006763.t1	Pno04G004064.t1
Pno02G006765.t2	Pno04G004062.t1
Pno02G006780.t1	Pno04G004052.t1
Pno02G006791.t1	Pno04G004051.t1
Pno02G006803.t1	Pno04G004048.t1
Pno02G006810.t1	Pno04G004046.t1
Pno02G006817.t2	Pno04G004045.t1
Pno02G006826.t2	Pno04G004034.t1
Pno02G006835.t1	Pno04G004030.t1
Pno02G006837.t1	Pno04G004024.t1
Pno02G006847.t1	Pno04G004022.t1
Pno02G006848.t1	Pno04G004019.t1
Pno02G006858.t1	Pno04G004011.t1
Pno02G006859.t1	Pno04G004010.t1
Pno02G006866.t1	Pno04G004008.t1
Pno02G006868.t1	Pno04G004007.t1
Pno02G006883.t1	Pno04G003998.t1
Pno02G006885.t2	Pno04G003997.t1
Pno02G006896.t1	Pno04G003991.t1
Pno02G006897.t2	Pno04G003989.t1
Pno02G006899.t4	Pno04G003988.t2
Pno02G006900.t2	Pno04G003983.t1
Pno02G006903.t1	Pno04G003982.t1
Pno02G006908.t1	Pno04G003977.t1
Pno02G006922.t1	Pno04G003969.t1
Pno02G006928.t1	Pno04G003968.t1
Pno02G006930.t3	Pno04G003967.t1
Pno02G006936.t1	Pno04G003965.t1
Pno02G006939.t2	Pno04G003964.t1
Pno02G006940.t1	Pno04G003961.t3
Pno02G006945.t1	Pno04G003949.t4
Pno02G006955.t1	Pno04G003948.t4
Pno02G006962.t1	Pno04G003946.t1
Pno02G007003.t1	Pno04G003935.t1
Pno02G007009.t1	Pno04G003934.t1
Pno02G007010.t2	Pno04G003931.t1
Pno02G007011.t1	Pno04G003900.t1
Pno02G007032.t2	Pno04G003898.t1
Pno02G007033.t1	Pno04G003891.t1
Pno02G007039.t1	Pno04G003890.t1
Pno02G007040.t1	Pno04G003889.t1
Pno02G007059.t1	Pno04G003884.t1
Pno02G007082.t1	Pno04G003877.t1
Pno02G007106.t2	Pno04G003875.t3
Pno02G007115.t1	Pno04G003868.t1
Pno02G007163.t1	Pno04G003859.t1
Pno02G007168.t1	Pno04G003855.t1
Pno02G007170.t1	Pno04G003854.t1
Pno02G007174.t1	Pno04G003850.t1
Pno02G007196.t1	Pno04G003842.t1
Pno02G007219.t1	Pno04G003828.t1
Pno02G007243.t1	Pno04G003821.t1
Pno02G007245.t1	Pno04G003820.t1
Pno02G007251.t1	Pno04G003815.t1
Pno02G007256.t2	Pno04G003814.t1
Pno02G007261.t1	Pno04G003812.t1
Pno02G007262.t1	Pno04G003810.t1
Pno02G007380.t1	Pno04G003774.t1
Pno02G007386.t1	Pno04G003767.t1
Pno02G007397.t1	Pno04G003761.t1
Pno02G007400.t1	Pno04G003760.t1
Pno02G007402.t1	Pno04G003757.t1
Pno02G007403.t1	Pno04G003756.t1
Pno02G007404.t1	Pno04G003753.t1
Pno02G007406.t1	Pno04G003752.t1
Pno02G007414.t1	Pno04G003748.t1
Pno02G007419.t1	Pno04G003747.t1
Pno02G007420.t1	Pno04G003746.t1
Pno02G007434.t1	Pno04G003736.t1
Pno02G007436.t1	Pno04G003733.t1
Pno02G007450.t1	Pno04G003721.t1
Pno02G007495.t1	Pno04G003719.t1
Pno02G007512.t1	Pno04G003718.t1
Pno02G007514.t1	Pno04G003711.t1
Pno02G007517.t1	Pno04G003702.t1
Pno02G007519.t2	Pno04G003693.t1
Pno02G007524.t1	Pno04G003689.t1
Pno02G007526.t1	Pno04G003686.t1
Pno02G007527.t1	Pno04G003685.t1
Pno02G007540.t1	Pno04G003676.t1
Pno02G007546.t1	Pno04G003654.t1
Pno02G007555.t1	Pno04G003653.t1
Pno02G007567.t1	Pno04G003649.t1
Pno02G007574.t1	Pno04G003648.t1
Pno02G007575.t1	Pno04G003646.t1
Pno02G007593.t1	Pno04G003643.t1
Pno02G007655.t1	Pno04G003628.t1
Pno02G007666.t1	Pno04G003626.t3
Pno02G007686.t1	Pno04G003622.t1
Pno02G007705.t1	Pno04G003619.t1
Pno02G007723.t1	Pno04G003617.t1
Pno02G007724.t1	Pno04G003616.t1
Pno02G007763.t1	Pno04G003492.t1
Pno02G007765.t1	Pno04G003487.t1
Pno02G007774.t1	Pno04G003486.t1
Pno02G007808.t1	Pno04G003485.t1
Pno02G007851.t1	Pno04G003482.t1
Pno02G007852.t2	Pno04G003480.t1
Pno02G007882.t1	Pno04G003475.t1
Pno02G007897.t4	Pno04G003472.t1
Pno02G007912.t1	Pno04G003469.t1
Pno02G007914.t4	Pno04G003467.t2
Pno02G007923.t1	Pno04G003465.t1
Pno02G007926.t1	Pno04G003464.t1
Pno02G007933.t1	Pno04G003462.t1
Pno02G007945.t1	Pno04G003460.t1
Pno02G007953.t1	Pno04G003459.t1
Pno02G007954.t2	Pno04G003458.t1
Pno02G007997.t2	Pno04G003457.t2
Pno02G007998.t1	Pno04G003456.t2
Pno02G008023.t1	Pno04G003448.t1
Pno02G008027.t1	Pno04G003441.t1
Pno02G008028.t2	Pno04G003440.t2
Pno02G008031.t1	Pno04G003438.t1
Pno02G008049.t1	Pno04G003437.t1
Pno02G003927.t1	Pno04G000551.t3
Pno02G003975.t1	Pno04G000257.t1
Pno02G003986.t1	Pno04G000203.t1
Pno02G003987.t1	Pno04G000202.t1
Pno02G003993.t1	Pno04G017828.t1
Pno02G004001.t1	Pno04G017560.t1
Pno02G004002.t1	Pno04G017554.t2
Pno02G004008.t1	Pno04G017480.t1
Pno02G004012.t1	Pno04G017465.t4
Pno02G004014.t1	Pno04G017361.t1
Pno02G004019.t1	Pno04G016587.t1
Pno02G004027.t1	Pno04G016064.t2
Pno02G004040.t1	Pno04G015797.t1
Pno02G004041.t1	Pno04G015787.t1
Pno02G004042.t2	Pno04G015590.t1
Pno02G004044.t1	Pno04G015461.t1
Pno02G004048.t1	Pno04G015045.t1
Pno02G004068.t1	Pno04G013992.t1
Pno02G004076.t1	Pno04G013657.t1
Pno02G004077.t1	Pno04G013576.t5
Pno02G004082.t1	Pno04G012869.t1
Pno02G004085.t1	Pno04G012744.t1
Pno02G004086.t1	Pno04G012598.t1
Pno02G004380.t2	Pno04G005635.t1
Pno02G004401.t1	Pno04G005633.t1
Pno02G004456.t1	Pno04G005580.t2
Pno02G004458.t1	Pno04G005576.t1
Pno02G004465.t1	Pno04G005550.t1
Pno02G004469.t1	Pno04G005540.t1
Pno02G004482.t1	Pno04G005506.t1
Pno02G004488.t1	Pno04G005493.t2
Pno02G003545.t1	Pno04G004560.t1
Pno02G003566.t1	Pno04G004547.t1
Pno02G003568.t1	Pno04G004546.t1
Pno02G003601.t1	Pno04G004535.t2
Pno02G003664.t1	Pno04G004520.t1
Pno02G003691.t3	Pno04G004512.t1
Pno02G003748.t1	Pno04G004503.t1
Pno02G005832.t1	Pno04G009456.t1
Pno02G005857.t1	Pno04G008961.t1
Pno02G005859.t2	Pno04G008951.t1
Pno02G005873.t2	Pno04G008909.t1
Pno02G005887.t1	Pno04G008499.t4
Pno02G005902.t1	Pno04G008170.t1
Pno02G005918.t1	Pno04G008036.t1
Pno02G003896.t1	Pno04G001842.t1
Pno02G003902.t1	Pno04G001836.t1
Pno02G003908.t1	Pno04G001726.t1
Pno02G003909.t1	Pno04G001672.t1
Pno02G003910.t1	Pno04G001580.t1
Pno02G003940.t1	Pno04G001543.t1
Pno02G008566.t1	Pno05G003168.t1
Pno02G008682.t1	Pno05G003174.t1
Pno02G008837.t5	Pno05G003196.t1
